,dialog_act,utterance_content
3439,request,address
22436,reqalts,oh is there anything else
2114,reqalts,what about british
19424,inform,any kind in the east part of town
17227,request,may i have the phone number
14474,inform,gastropub
7064,inform,i do not care
12260,request,phone number
1067,inform,i need a restaurant that serves thai food
19732,request,may i have their phone number please
7570,inform,japanese
4743,reqalts,is there anything else
9875,reqalts,how about asian oriental
9789,request,and the phone number again
9899,thankyou,thank you good bye
1590,request,phone number
22935,inform,lebanese
5671,inform,north american
1213,request,phone number
16696,thankyou,thank you good bye
7348,thankyou,thank you good bye
16687,inform,polynesian
23684,request,type of food
10300,thankyou,thank you good bye
19785,request,address
21538,inform,dont care
19128,affirm,yes
603,thankyou,thank you good bye
14632,inform,north
11316,request,can i have the post code
24512,thankyou,thank you good bye
10511,request,what is the phone number
24082,affirm,yes
20710,request,phone number please
2323,inform,korean food in the north part of town
5550,restart,start over
19299,request,whats the phone number
22555,inform,im looking for a moderately priced restaurant in the east part of
24938,bye,okay thank you and good bye
20016,request,can i have the address
25343,inform,any
15630,request,phone number
5270,inform,indian
16275,inform,i would like to find an expensive restaurant in the south part of town
22864,affirm,correct
23674,reqalts,anything else
17774,request,whats the address
20830,request,address
19343,request,whats the address
8183,request,phone number
13926,inform,the north
23265,inform,dont care
24605,inform,indonesian
13481,request,whats the address and the phone number
8279,request,may i have the phone number
21233,inform,i do not care
4682,affirm,right
6892,inform,any type
13238,inform,im looking for a moderately priced restaurant in the west part of town
14551,inform,dont care
15812,inform,hungarian food
20481,request,can i can i have the address and price
24748,inform,im looking for a restaurant in the south part of town with creative food
21047,request,and address
13081,inform,need a restaurant serving brazilian food
9543,thankyou,thank you goodbye
11977,inform,can i have moderately priced restaurnt in the south part of town
5737,reqalts,is there anything else
18664,inform,spanish food in any area
12095,inform,im looking for a moderately priced restaurant
6985,request,what is the address of prezzo
17630,negate,no
6421,inform,west
18987,thankyou,thank you goodbye
20096,inform,i am looking for a restaurant in the center of town serving turkish food
20955,request,and whats their phone number
7413,inform,im looking for a restaurant serving chinese food
1954,request,what is the phone number please
11559,inform,tv_noise im looking for an expensive restaurant and it should serve tuscan food
24673,reqalts,is there anything else
4907,request,what is the address and phone number
9089,request,okay phone number
21903,negate,no pan asian food
25226,request,phone number
8810,request,can you give me the address and phone number
8413,inform,west part of town
3777,request,what is the address
18318,inform,spanish food
10179,request,whats the post code
8246,request,phone number
761,inform,im looking for a restaurant in the north part of town
5108,thankyou,thank you good bye
25117,inform,food
19004,inform,moderate
10290,inform,any type
23422,inform,west
6396,request,what is the address
22412,thankyou,thank you good bye
8634,thankyou,thank you good bye
18983,request,address
13891,request,where is one
23680,affirm,yes
9498,affirm,yes
9321,thankyou,thank you good bye
21824,affirm,yes
17892,request,where is it located
8771,request,phone number
16748,inform,cheap mexican food
16747,thankyou,thank you good bye
21531,request,phone number
7843,request,what is the phone number
10563,inform,food
2379,inform,scandinavian food
6418,thankyou,thank you good bye
3418,inform,a moderately priced restaurant in the south part of town
18758,thankyou,thank you goodbye
1787,request,phone number
11843,request,address
17385,inform,moderate
4666,inform,creative food
19464,request,could i have the address phone number
7202,inform,swedish
5889,inform,i dont care
6100,request,phone number and post code
8812,inform,could i have a moderately priced restaurant in the south part of town
12921,request,can i get the address and phone number
19515,thankyou,thank you good bye
17895,thankyou,thank you good bye
6577,request,what is the phone number
21054,inform,im looking for a moderately priced restaurant and it should serve british
24371,thankyou,thank you good bye
17118,inform,british food
4234,inform,i dont care about the price range
12709,request,whats its address
14697,request,whats the address
17595,request,can i have the phone number
14401,request,phone number
4301,request,whats the address
23292,inform,dont care
5759,inform,the south part of town
22185,inform,is there a chinese restaurant in the cheap price range
24299,request,phone number
11291,request,phone number
22905,reqalts,anything else
4570,inform,dont care
23274,inform,spanish food
18943,inform,breath expensive
1125,inform,any
10196,inform,any
22423,request,what is the address
21821,affirm,right
14049,inform,south part of town
13563,inform,part of town that serves chinese food
8463,request,can i have the phone number and address
5849,request,and whats the phone number
18736,request,address
5168,inform,italian
16561,affirm,right
12589,thankyou,thank you good bye
5877,request,whats the post code
797,request,what is the area
6330,inform,gastropub
21199,inform,moderate restaurant south part of town
18680,inform,moderate
11601,thankyou,thank you good bye
18538,thankyou,thank you goodbye
3386,inform,expensive
9627,request,what is the phone number
6897,inform,corsica
6397,request,what is the post code
9095,request,post code
22621,inform,moderately priced restaurant
17495,inform,it doesnt matter
8423,request,can i have the phone number
9783,inform,i am looking for an expensive restaurant that serves
4398,thankyou,thank you good bye
25254,inform,center
1774,reqalts,is there anything else
17593,affirm,yes
17486,affirm,yeah
15402,reqalts,is there anything else
23479,inform,i am looking for an expensive restaurant
899,inform,any
18557,inform,that should be in the east part of town
19171,request,okay what is the address and phone number
4089,request,whats the post code
12957,thankyou,thank you good bye
6730,inform,im looking for a restaurant in the north part of town
10884,request,phone number
16224,inform,greek
13860,inform,cheap restaurant
7885,affirm,yes
17240,reqalts,is there anything else
16045,inform,east
19678,inform,i want french
8152,inform,doesnt matter
21527,inform,uh north
16467,request,whats the phone number
17037,inform,im looking for a moderately priced restaurant serving world food
13417,inform,north american restaurant expensive
1740,request,the address
7129,request,phone number
10236,request,phone number
2103,request,what type of food do they serve
9036,inform,turkish
16492,request,address
23750,inform,any
21917,inform,east
19215,thankyou,thank you goodbye
12831,inform,chinese in the south part of town
13084,inform,brazilian
6916,request,and the address
4902,inform,i would like to find a restaurant in the centre
9801,affirm,yes
23599,inform,i dont care
1320,thankyou,thank you good bye
21561,thankyou,thank you good bye
22230,reqalts,what about gastropub
17360,inform,anything
12477,reqalts,how about italian food
17470,inform,any
12206,thankyou,thank you good bye
8078,request,can i have the address please
11051,inform,north
3839,request,phone number
9623,request,whats the price range
14886,negate,no
8013,inform,looking for lebanese food in the city center
16677,request,phone number
15391,inform,any
12194,affirm,yes
25415,request,post code
3351,reqalts,how about british food
13970,inform,what about turkish
16151,inform,west
8874,request,phone number
11202,reqalts,is there anything else
23631,affirm,yes
1862,reqalts,how about chinese food
9929,reqalts,how about thai food
20854,inform,cheap
19584,thankyou,thank you good bye
19879,request,whats the phone number
8805,request,whats the phone number
4281,inform,european food
18039,request,what is the phone number
17389,inform,it doesnt matter
2500,inform,swedish food
2531,request,what about the phone number
4615,reqalts,give me another one
288,inform,thai food
8045,inform,i would like modern european food
9737,inform,im looking for a restaurant in the cheap price range that serves asian oriental food
22655,thankyou,thank you good bye
11195,request,what is the phone number
15923,thankyou,thank you good bye
2432,affirm,yes
15805,negate,no hungarian
4484,inform,spanish
22500,affirm,yes
19922,inform,i want thai food
17463,inform,any price range
20765,request,address and post code
14349,thankyou,thank you good bye
10396,inform,unintelligible food
10792,inform,im looking for a moderately priced restaurant in the south part of town
16092,inform,any food
11733,inform,find moderately priced brazilian restaurant
8684,request,part of town
24278,inform,moderately priced restaurant in the west part of town
11246,inform,east
2394,request,address
21247,inform,iam looking
3260,inform,dont care
15401,inform,i dont care
15921,request,whats their phone number
25188,request,and the phone number
23115,thankyou,thank you good bye
14185,request,and what is the post code
4495,inform,i dont care
16957,inform,it doesnt matter
24473,request,whats the phone number
11123,request,can i get the phone number and address
6101,thankyou,thank you goodbye
7066,thankyou,thank you good bye
3283,negate,no thank you good bye
18961,request,address
17286,request,address
7109,inform,um italian
1727,inform,any area
2059,affirm,yes
12799,thankyou,thank you good bye
15486,request,can i have the phone number please
15290,request,type of food
14385,request,okay address phone number and post code please
13574,request,phone number
13784,request,whats the address
190,inform,asian oriental type of food
4580,thankyou,thank you good bye
8855,request,can i get the phone number
6132,inform,im looking for a moderately priced restaurant in the west part of town
8718,inform,a restaurant with afghan food
11859,bye,goodbye
8498,request,phone number
19409,request,what area is it located
14124,inform,im looking for a restaurant in the center that serves international
6401,inform,jamaican
19930,request,um could you give me the address
6131,thankyou,very good thank you bye bye
22915,inform,korean
7421,thankyou,thank you good bye
23990,inform,i want a restaurant in the north par
910,request,whats the address and phone number
3681,request,phone number
11300,inform,im looking for a restaurant in the south part of town
22757,request,whats the address of royal spice
5261,thankyou,thank you good bye
9044,inform,dont care
20734,request,can i have the address
3413,thankyou,thank you good bye
17382,inform,indian restaurant
14137,reqalts,how about a restaurant in the west part of town that serves vietnamese
8848,thankyou,thank you good bye
3197,inform,west
14978,inform,any
12636,request,whats their phone number
2921,inform,im looking for swedish food
13616,request,what is their address
19086,request,price range
10296,inform,any kind of food id like a cheap restaurant
13153,request,the phone number for bloomsbury
12654,inform,for a cheap restaurant in the south part of town
5153,request,phone number
11598,inform,im looking for an moderately restaurant and it should be in the south part of town
18525,inform,i would like international food please
9340,thankyou,thank you
23570,affirm,yes
4517,reqalts,is there anything else
17705,inform,indonesian food
24036,inform,moroccan food
5572,inform,im looking for a cheap restaurant in the west part of town
24019,thankyou,thank you good bye
5681,negate,no
22494,inform,it doesnt matter
16080,inform,cheap food
24460,thankyou,thank you good bye
15522,request,and what type of food is that
23531,affirm,yes
17114,request,okay could you give me the address
24147,inform,any
20575,request,can i have the address
20036,affirm,yes moderate priced
4892,thankyou,thank you good bye
19305,reqalts,are there any restaurants serving indian food
12760,inform,thai food
11869,inform,any
5482,inform,vietnamese food
1808,inform,the center of town
17110,negate,no spanish food
1687,inform,north
19216,inform,im looking for a moderately priced restaurant
3242,inform,pan asian
19280,reqalts,what about chinese type of food
1025,inform,spanish food
4689,thankyou,thank you good bye
21979,thankyou,thank you goodbye
21064,inform,any area
24504,inform,in the south part of town
25149,reqalts,another place
19302,inform,australian
23962,request,what part of town
7305,inform,seafood
4622,inform,pan asian
16030,request,price range
2610,inform,i dont care
19095,request,address
5005,confirm,is it in the center of town
4602,inform,i need a place in the centre of town that serves mexican food
769,reqalts,is there anything that serves caribbean food
6485,request,address
20325,reqalts,is there anything else
10556,request,can i have the phone number
2872,thankyou,thank you good bye
11989,inform,i dont care
12928,inform,i would like a moderately priced restaurant
15773,request,phone number area
21924,request,phone number
18457,inform,i dont care
7518,inform,im looking for a restaurant that serves gastropub food any price range
10605,request,may i have the address
18694,request,location
17457,request,ok whats the phone number
543,thankyou,thank you good bye
5650,thankyou,thank you good bye
8088,thankyou,thank you good bye
5538,inform,i dont care
21254,reqalts,how about portuguese food
16832,thankyou,thank you good bye
3395,request,address
10971,affirm,yes
13591,request,phone number
9889,request,and what is the post code
18804,affirm,yes
19803,reqalts,how about a turkish restaurant anywhere
15878,request,whats the phone number
23504,inform,indian
15117,affirm,yes that serves corsica food
6005,confirm,okay is that an expensive restaurant
12916,request,can i get the address phone number and price range
18413,inform,north
12382,reqalts,how about somewhere serving modern european
13667,request,post code
17234,inform,im looking for something moderate
11799,inform,expensive restaurant east part of town
21563,inform,corsica
16402,reqalts,do you have a restaurant that serves turkish food
9242,inform,south part of town please
24119,request,could you give me the phone number and post code
10286,thankyou,thank you good bye
6715,request,whats their phone number
20650,request,the address
22288,inform,north
18851,inform,im looking for a restaurant in the west part of town that serves crossover food
451,inform,i dont care
25060,request,address and phone number
24998,inform,the center
5312,bye,alright thank you good bye
13592,request,what type of food do they serve
14348,request,and the post code
21161,request,what type of food
12152,inform,im looking for korean food in any price range
8931,inform,portuguese food
19683,affirm,ye
502,inform,im looking for a moderately priced restaurant in the east part of town
10564,negate,no
6342,inform,i dont care
20233,inform,i dont care
25397,inform,i dont care
1296,inform,cheap
1413,request,price range
12234,thankyou,thank you
20441,inform,cheap
15567,request,whats the address
2688,inform,earatrain
6534,request,phone number address
6155,thankyou,thank you good bye
11962,request,i need a special restaurant serving christmas food
3090,request,what is the post code
902,inform,cheap restaurant
18981,inform,dont care
2743,thankyou,thank you good bye
16266,affirm,yes
6714,request,phone number
19261,request,what is the address
14578,request,whats the address phone number and area
9189,request,postcode
8039,inform,modern european food
15074,request,may i have the phone number and address
8397,inform,it doesnt matter
21966,thankyou,thank you good bye
12510,confirm,does it serve kosher food
137,request,may i get the phone number
16543,inform,i dont care
3370,inform,dont care
18490,thankyou,thank you good bye
2391,request,type of food
23158,request,what area
2076,request,and what type of food do they serve
17300,request,address
7928,affirm,yes
18166,request,phone number and post code
3376,request,post code
9284,affirm,yes
14730,reqalts,are there any other cheap restaurants in the west part of town
10840,request,okay can i have the address
21976,request,okay what is the addre
8327,thankyou,thank you good bye
2565,inform,vietnamese food in any area
19655,inform,indian restaurant
10808,request,address phone number
14373,affirm,yes
19043,inform,russian food
14361,reqalts,is there anything else
23393,request,phone number
7133,inform,moderate
13415,inform,north american
6486,thankyou,thank you good bye
19984,inform,vietnam
23747,inform,russian
18805,request,what is the address
7123,request,phone number
40,inform,moderately priced priced restaurant chinese food
18934,inform,expensive restaurant
1701,inform,european
19104,inform,there korean food
3571,inform,moderate
11906,inform,that serves chinese food
10677,inform,chinese
22198,inform,im looking for a cheap restaurant
8084,reqalts,how about cheap
24264,inform,italian
21440,inform,moderately priced any food
9264,request,uh does it serve
3401,inform,restaurant in the south
3589,request,phone number
22199,inform,any
11704,request,and the area
13984,inform,any
14446,request,what is their phone number
20941,thankyou,thank you good bye
20707,affirm,yes
13010,thankyou,thank you good bye
11368,reqalts,how about vietnamese food
8432,inform,indian type of food
5337,request,where is the address
5434,inform,im looking for a restaurant in the west part of town that serves
22993,affirm,yes
317,request,address
11616,request,whats the address
13822,reqalts,how about portuguese food
17759,inform,doesnt matter
2116,reqalts,how about moderate
13983,inform,moderately priced restaurant in the south part of town
12874,inform,vietnamese food
4332,inform,any area
12852,request,post code
21052,request,and the post code
12349,request,the address
6104,reqalts,how about in any area
2687,inform,eartrain
4918,reqalts,is there anything else
4078,bye,good bye
6458,thankyou,thank you good bye
5940,request,can i have the address
9527,request,phone number
12053,request,address
24152,reqalts,how about korean food
6389,thankyou,thank you good bye
13098,reqalts,how about turkish
15141,negate,uh no im loo ah change it to british
10453,request,what is the phone number
928,inform,cheap italian
15185,thankyou,okay uh thank you and goodbye
10938,affirm,uh yeah im looking for a restaurant in the south part of town and that serves kosher food
6099,reqalts,how bout the center part of town
2405,inform,i dont care
20610,thankyou,thank you good bye
4576,inform,can i get tuscan
1467,inform,steak house
3506,reqalts,how about asian oriental
13826,affirm,perfect
7679,request,different kind of food
23455,thankyou,thank you good bye
12811,inform,indian food
16345,thankyou,thank you goodbye
14432,thankyou,thank you good bye
15964,affirm,yes
15015,inform,im looking for polynesian food
1507,request,whats the phone number
15793,inform,north part of town
4450,inform,any
5390,thankyou,thank you goodbye
19801,inform,im looking for a turkish restaurant in the east part of town
17100,negate,no eritrean
9381,inform,vietnamese food
20567,request,may i get the address and phone number
18439,inform,cheap price range
18055,inform,i want to find a cheap restaurant
19512,inform,dont care
18098,inform,i am looking for a restaurant in the east part of town
8989,thankyou,thank you good bye
19339,affirm,yes
23148,inform,im looking for cheap food in the north of town
20446,inform,south
15325,thankyou,thank you good bye
13156,inform,im looking for scandinavian food
3980,thankyou,thank you good bye
13552,inform,i need a restaurant in the west part of town that serves europ
15916,inform,international food
19722,inform,scottish
5185,inform,need it in north
500,inform,south
9866,inform,i dont care
17293,thankyou,thank you good bye
15694,affirm,right
10023,request,what is the phone number
19481,request,and the price range
189,inform,vegetarian food
20419,request,can i have the phone number
2913,inform,im looking for a restaurant in the west part of town serving
22395,request,phone number
20502,inform,im looking for halal food
11700,affirm,yes
2784,inform,uh id like a cheap restaurant in the
11267,thankyou,thank you good bye
2447,inform,italian food
23507,confirm,is it in the south part of town
21151,inform,any area
15731,request,what price range is it
24394,thankyou,thank you good bye
8827,inform,food type
9570,inform,i would like indian food
22938,thankyou,thank you good bye
16018,request,phone number
22206,inform,is doesnt matter
16805,inform,dont care
17852,inform,any price range
24996,inform,im looking for a restaurant
20719,request,phone number
4927,request,what type of food
9698,request,how about the address
13934,inform,traditional
11528,inform,im looking for a portuguese restaurant
5590,request,and what is their phone number
11508,thankyou,thank you good bye
7793,inform,jamaican
19540,inform,im looking for a moderately priced restaurant
20440,inform,cheap
15741,reqalts,how about asian food
1548,inform,french food
21473,request,can i have the address please
10244,request,and whats the phone number
10456,hello,hi looking for a moderately priced restaurant
16439,inform,any kind of food
1434,reqalts,how about chinese
21946,reqalts,what about portuguese food
13718,affirm,yes
4786,inform,indian
14836,request,what is the address
7256,inform,south
17655,inform,east
3476,bye,goodbye
18291,request,phone number
4754,thankyou,thank you goodbye
18492,reqalts,how about a restaurant serving vietnamese food
15191,request,uh whats the address and phone number
3531,inform,kosher
986,inform,i want a restaurant that serves cantonese food
10973,inform,cheap
5762,inform,i would like to find a restaurant in the south part of town that serves
19760,inform,asian oriental
18041,thankyou,thank you goodbye
6751,request,whats their address
19863,thankyou,thank you good bye
15698,inform,moderate
23521,request,may i get the address and phone number
12538,inform,im looking for a restaurant in the east part of town
13228,thankyou,thank you good bye
11317,thankyou,thank you good bye
7045,inform,i am looking for a cheap restaurant and it should be in the west part of town
15322,inform,international type food
19608,inform,i need a restaurant in the north part of town that serves lebanese food
2303,inform,korean food
4386,request,address price range
24223,inform,what asian oriental food
11638,reqalts,is there anything else
15749,inform,i dont care
2800,request,okay can i have the phone number
23573,request,can i have the address the phone number
21694,inform,indian food
24684,inform,in the east part of town
9094,request,post code
18368,request,phone number
17178,inform,im looking for a moderately priced restaurant that serves sea food
11608,affirm,yes
7392,inform,i dont care
8736,inform,italian food
1500,thankyou,thank you good bye
23495,inform,moderate european food
621,thankyou,thank you goodbye
142,request,how about the phone number
7498,inform,italian food
25430,inform,west area
15498,reqalts,how about indian
23480,reqalts,how about korean food
23323,inform,any price range
14114,reqalts,how bout indian food
21851,request,phone number
20118,thankyou,okay thank you good bye
11428,thankyou,thank you good bye
7907,request,postcode
11383,reqalts,how about gastropub
18280,inform,cheap cheap restaurant
20826,reqalts,how about british food
6332,request,whats the phone number
2662,inform,east
10227,request,whats the address and phone number
1409,inform,mediterranean
17146,reqalts,is there a restaurant in the north part of town that serves unusual food
9472,inform,any
19460,inform,indian food
16623,inform,turkish restaurant
18092,affirm,yes
5954,inform,spanish food
21136,reqalts,anything else
19734,inform,cuban food
17144,request,may i have the address
7046,inform,uh i dont care
11161,inform,west
7114,inform,belgian food
6585,inform,any kind of food
16112,thankyou,thank you
8017,thankyou,um okay thank you good bye
8527,reqalts,how about an indian restaurant in the north part of town
13063,request,what is the address
5626,reqalts,anything else
19595,affirm,yes
25385,request,what is the address
9607,request,phone number
20004,request,how much is the food
10895,negate,no
16845,inform,i dont care
13258,request,and can i have the phone number
91,inform,gastropub
23061,inform,center
19438,reqalts,how about oriental type of food
12688,request,and the phone number
11329,thankyou,thank you good bye
5668,thankyou,thank you good bye
14406,inform,mexican
9596,thankyou,thank you good bye
10169,request,whats the phone number
17968,affirm,yes
3757,request,what is the address
11900,reqalts,how about portuguese
21688,inform,hungarian food in the west part of town
20618,inform,i dont care
2408,inform,jamaican food
12587,inform,dont care
21863,affirm,yes
23624,thankyou,thank you good bye
17743,thankyou,thank you good bye
17399,request,whats the phone number
2380,inform,italian
14053,inform,dont matter
10930,inform,im looking for a moderately priced restaurant in the south part of town
554,inform,mediterranean food
16701,inform,any price range
3084,inform,find gastro pub type food
3975,thankyou,thank you good bye
14752,request,and what is the post code
8990,inform,id like a moderately priced restaurant in the west part of town
20833,thankyou,thank you good bye
18908,request,and the post code
12626,inform,dont care
23408,reqalts,anything else
20408,thankyou,thank you good bye
17416,inform,seafood
24148,request,address and phone number
11626,reqalts,how about gastro pub
1737,thankyou,thank you good bye
2126,inform,dont care
8532,thankyou,thank you good bye
5132,request,the address
16110,request,whats the address
23883,request,phone number
14948,inform,im looking for a restaurant in any area
6340,thankyou,thank you good bye
4115,request,and the postal code
2795,request,can i get the address
22762,affirm,yes
14895,affirm,yes
2232,request,okay what about the post code
11766,reqalts,any more
16361,inform,african
817,affirm,yea i want indian food
889,inform,thai
19432,request,may i have the address and phone number for that venue
18885,request,um whats the phone number
2229,inform,uh it doesnt matter
4453,request,address and post code
12533,request,can i get the address
19552,thankyou,thank you good bye
19594,reqalts,how about chinese food
20207,request,uh phone number
2390,reqalts,anything else
9294,inform,european food
10313,inform,east
18256,request,and what is the address
5470,inform,moderately priced swedish food
4560,inform,a moderately priced restaurant
2221,request,west is the address and phone number
5870,thankyou,thank you good bye
2964,inform,fusion food
17704,thankyou,thank you good bye
22224,request,and phone number
10789,request,type of food
2019,inform,cheap
19114,request,what is the telephone number
21671,request,what type of food
14189,request,what is the phone number and address
12524,inform,i want a restaurant in the unintelligible that serves belgium food
7028,thankyou,thank you good bye
9360,request,address
1377,request,could i have the address and phone number
11722,thankyou,thank you goodbye
16358,inform,african
602,request,post code
13837,affirm,yes
19402,inform,italian
4256,request,address
18495,request,whats the address
7237,request,address
2556,reqalts,what about asian oriental food
16278,thankyou,thank you good bye
8823,inform,can i have a moderately priced restaurant on this side of town
5216,inform,im looking for a moderately priced restaurant with catalan food
23020,inform,i dont care
24421,request,address phone number
22491,inform,breath european
21750,inform,vietnamese food
19577,inform,canape
19416,inform,chinese food north part of town
13164,inform,im looking for a restaurant
6195,request,can i have the address
1936,request,what is the phone number and address
8121,request,can i have the post code
14044,request,whats the address
16727,inform,kosher food
7766,inform,food
7631,affirm,yes
25094,request,and the post code
1778,inform,any type of food
24175,inform,hungarian food in the center of town
7209,request,what area
19002,request,what is the price
5637,request,whats the address for moderately priced restaurants in the south part of town
465,thankyou,thank you good bye
13248,negate,no
11142,thankyou,thank you good bye
329,reqalts,is there anything else
4761,request,address
1952,request,what is its phone number
14676,inform,i need a moderately priced restaurant in the part of town
16235,thankyou,thank you good bye
15813,deny,wrong
4889,inform,im looking for a moderately priced restaurant that serves sea food
7585,affirm,yes
14547,request,whats the phone number
15123,request,and the address
18501,reqalts,how about vietnamese food
18924,reqalts,kay how about indian food
192,request,what is the phone number
14194,request,address
5118,request,address
6124,reqalts,how about modern european food
13684,inform,cheap restaurant
20608,bye,awesome thanks good bye
23442,reqalts,how about british type of food
22054,reqalts,how about indian food
338,inform,indian food
8637,reqalts,how about asian oriental food
7791,inform,im looking for a restaurant in the south part of town serving jamaican food
6102,inform,looking for a restaurant in the south part of town
21609,request,what is the type of food
6193,inform,i dont know
17154,request,whats its address
1538,thankyou,thank you
7121,request,address
18257,thankyou,okay thank you good bye
19521,request,area
17576,negate,no
22173,reqalts,is there a restaurant serving modern european food
20960,request,great whats the phone number
4737,reqalts,what about cuban food
18671,inform,italian food
14272,reqalts,what about asian oriental
7282,affirm,yes
9266,confirm,does it serve canapes food
9751,thankyou,thank you good bye
21228,request,phone number
20351,negate,no im looking for thai food
7395,request,okay may i have the address and phone number
15502,inform,the north
6293,inform,north
16507,inform,cheap
19674,request,can i have the address
12926,request,can i get the address and phone number
11837,reqalts,anything else
25261,inform,vietnamese
1303,request,what is the address and the type of food
12296,inform,cheap restaurant north part of town
21418,inform,it does not matter
23402,inform,cheap restaurant
9800,inform,im looking for a restaurant in the east part of town that serves indian food
478,inform,in the center
15350,request,what is their post code
2758,inform,id like a restaurant in the south part of town that serves
22850,inform,canapes
5371,inform,italian food
15021,inform,im looking for a moderately priced restaurant in the north part of town
5981,inform,im looking for a restaurant in the north part of town and it should african food
16255,inform,breath i am looking for a restaurant in any area that serves gastropub type of food
6170,request,address
25009,inform,i dont care
24911,affirm,yes
24685,affirm,yes
22207,request,can i have the address please
16978,request,what type of food does it serve
22420,inform,international food
10978,affirm,yes
18728,request,address
20180,thankyou,thank you good bye
16182,thankyou,thank you good bye
15777,inform,gastropub
18095,request,what is the address
7051,affirm,yes that serves korean food
12586,inform,im looking for a moderately priced restaurant in the south part of town
21649,request,address
14916,reqalts,how about one that serves portuguese food
9669,reqalts,how about thai
2299,thankyou,thank you good bye
20218,inform,it doesnt matter
5873,thankyou,thank you good bye
1132,inform,i dont care
9799,request,type of food do they serve
3017,request,phone number
8898,inform,mediterranean food
11389,inform,id like a austrian restaurant in the south part of town
22643,request,address
21804,inform,north part of town
7501,thankyou,thank you
13364,reqalts,how about italian
3203,inform,mediterranean food
10162,request,the phone number please
1490,inform,im looking for an expensive restaurant
17002,thankyou,thank you good bye
21071,inform,east part of town
6510,negate,oh no and cheap
17334,request,price range
15087,inform,thai food
22950,inform,i dont care
22446,reqalts,how about british food
4236,request,can i have the address of the venue
8924,inform,south
19746,inform,a restaurant that serves
24103,request,can i get the address
15877,request,whats the address noise
9009,inform,expensive
18596,inform,expensive
24742,inform,uh id like a moderately priced restaurant in the north part
2890,thankyou,thank you good bye
20625,reqalts,how about north american food
2891,inform,im looking for a moderately priced restaurant in the north
3455,thankyou,thank you goodbye
18116,inform,malaysian restaurant
14657,request,whats the phone number
20276,request,address
8131,negate,no
5800,request,what is their post code
19306,affirm,yes
13729,inform,any part
6346,thankyou,thank you good bye
11359,request,whats the address
8785,thankyou,thank you good bye
19534,inform,im looking for a cheap restaurant
1610,inform,european food
6746,thankyou,thank you good bye
24745,reqalts,um do you have anything else
19849,inform,food
15066,thankyou,thank you good bye
7165,inform,tv_noise it doesnt matter
14699,inform,i need a restaurant in the east part of town that serves creative
9452,request,phone number
22866,affirm,right
13603,inform,french food
20132,request,and the phone number
7970,inform,im looking for a restaurant in the east part of town serving japanese food
10997,inform,im looking for traditional food
5672,inform,expensive fish restaurant
11199,inform,the south
22361,inform,i dont care
18400,affirm,yes
18165,inform,mediterranean food
4509,request,what is the address phone number and the price range
5985,request,whats the cost
23978,inform,doesnt matter
11729,inform,any
23733,inform,moderately priced
18592,inform,south
3749,thankyou,thank you good bye
11041,thankyou,thank you goodbye noise
8988,request,could i have the address and phone number please
10616,request,may i get the address phone number and price
9926,inform,restaurant in west part of town serving corsica food
23082,affirm,yes can i have a moderate priced restaurant
5007,request,can i have the address and phone number
19259,inform,im looking for a place that serves mexican food
12940,inform,it doesnt matter
18249,thankyou,thank you good bye
3470,reqalts,is there anything else
2149,thankyou,thank you good bye
21491,inform,im looking for a moderately priced restaurant in the south
17017,inform,moderate
7390,thankyou,thank you good bye
4226,inform,im looking for a restaurant serving lebanese food
7440,request,what type of food
19839,thankyou,thank you good bye
10478,inform,dont care
23714,thankyou,thank you good bye
17401,thankyou,thank you good bye
16270,affirm,yes yea
11220,inform,world food
14550,inform,south
11289,inform,cheap spanish restaurant
9598,reqalts,what about in the west area
10553,inform,im looking for a restaurant in the center part of town that serves european food
8730,request,phone number and address
22770,inform,mexican
25242,request,address
17270,request,can i have its post code
5503,request,phone number
8652,inform,i would like australian foo
4340,inform,it doesnt matter
5487,request,where is the area of the venue
20724,inform,asian oriental
5564,inform,im looking for a restaurant that serves mediterranean
18301,inform,south
4905,affirm,yes
3586,inform,north
23021,inform,i dont care
14612,request,whats the phone number
14992,inform,what about vietnamese
2439,inform,restaurant in the south part of town that serves mexican food
13501,inform,japanese food in the center of town
19612,inform,i dont care
19880,thankyou,thank you good bye
23937,thankyou,thank you good bye
25275,affirm,yes
10026,reqalts,what about asian oriental
3419,request,what is the address
18460,inform,im looking for a cheap restaurant in the north part of town
12126,thankyou,thank you good bye
4534,inform,i want a restaurant in the north
14041,inform,im looking for a restaurant that serves british food
6727,inform,british food
22023,thankyou,okay thank you good bye
24883,inform,okay uh how bout turkish
14145,request,phone number
21564,reqalts,how about italian
14962,thankyou,thank you good bye
24723,thankyou,thank you good bye
8414,affirm,yes
21625,thankyou,thank you good bye
6560,reqalts,is there anything else
11571,inform,dont care
10620,inform,expensive restaurant in the east part of town
8853,inform,in the north part of town
7252,inform,moderately priced
10893,inform,fine i want restaurant in the north part of town
21700,thankyou,thank you good bye
6788,request,whats the address
5791,inform,i dont care
12856,inform,international food
6409,inform,bistro
22932,inform,i want lebanese food
22624,request,phone number
17249,hello,hello
5845,request,and whats the price range
3483,request,what is the address
19301,inform,looking for a restaurant in the east part of town
17933,inform,italian food
16556,negate,no
3211,request,phone number
6783,request,and the post code
16628,thankyou,thank you goodbye
4329,inform,i need a cheap restaurant
11961,thankyou,thank you good bye
