,dialog_act,utterance_content
12737,inform,center
12738,inform,spanish food
12739,inform,cheap
12740,reqalts,anything else
12741,request,address
12742,request,phone number
12743,thankyou,thank you good bye
12744,inform,restaurant
12745,negate,no cheap restaurant
12746,negate,no south
12747,inform,south
12748,inform,cheap
12749,inform,any
12750,negate,no
12751,affirm,yes
12752,inform,south
12753,inform,south
12754,inform,south
12755,inform,south part of town
12756,reqalts,anything else
12757,inform,south
12758,request,phone number
12759,thankyou,thank you good bye
12760,inform,thai food
12761,inform,any
12762,inform,thai
12763,request,address
12764,thankyou,thank you goodbye
12765,inform,south
12766,inform,south
12767,inform,south
12768,affirm,yes
12769,inform,basque food
12770,inform,indian food
12771,request,phone number
12772,request,phone number
12773,thankyou,thank you good bye
12774,inform,gastropub
12775,inform,any
12776,affirm,yes
12777,inform,gastropub
12778,inform,i dont care
12779,request,address
12780,request,post code
12781,thankyou,thank you good bye
12782,inform,expensive
12783,inform,any
12784,inform,italian
12785,affirm,yes
12786,inform,italian
12787,inform,italian
12788,request,type of food
12789,inform,italian
12790,inform,italian
12791,request,phone number
12792,request,phone number
12793,request,address
12794,thankyou,thank you goodbye
12795,inform,a cheap mexican restaurant
12796,reqalts,how about a cheap asian oriental restaurant
12797,inform,asian oriental
12798,request,uh whats the phone number and address please
12799,thankyou,thank you good bye
12800,inform,restaurant in the east part of town japanese
12801,inform,chinese
12802,request,what is the address
12803,request,phone number
12804,request,post code
12805,thankyou,thank you good bye
12806,inform,restaurant in the north part of town
12807,inform,serving catalan food
12808,inform,indian food
12809,inform,indian food
12810,affirm,yes
12811,inform,indian food
12812,inform,restaurant in north part of town
12813,request,address phone number price range
12814,request,phone number
12815,request,price range
12816,thankyou,thank you goodbye
12817,thankyou,thank you
12818,inform,german food
12819,inform,french
12820,inform,doesnt matter
12821,inform,dont care
12822,request,phone number
12823,request,phone number
12824,thankyou,thank you good bye
12825,inform,cheap restaurant
12826,inform,i dont care
12827,inform,and asian
12828,inform,pan asian
12829,request,may i have the address
12830,thankyou,thank you good bye
12831,inform,chinese in the south part of town
12832,inform,chinese
12833,inform,i do not care
12834,request,may i have the phone number
12835,thankyou,thank you good bye
12836,null,noise
12837,inform,north part of town
12838,inform,a cheap restauran
12839,inform,it doesnt matter
12840,request,whats the address
12841,thankyou,thank you goodbye
12842,inform,cheap restaurant east of town
12843,request,whats the address
12844,request,whats the phone number
12845,request,what type of food
12846,thankyou,thank you good bye
12847,inform,international food
12848,inform,i dont care
12849,inform,i dont care about the price range
12850,request,the phone number
12851,null,unintelligible
12852,request,post code
12853,request,post code
12854,request,post code
12855,thankyou,thank you good bye
12856,inform,international food
12857,inform,center
12858,reqalts,anything else
12859,request,phone number
12860,request,phone number
12861,request,post code
12862,thankyou,thank you good bye
12863,inform,moderate restaurant in the south part of town
12864,inform,any
12865,affirm,yes
12866,request,uh price range
12867,inform,i need a moderately priced restaurant
12868,request,okay phone number
12869,request,can i get the address
12870,null,unintelligible
12871,inform,afghan
12872,inform,afghan
12873,inform,afghan food
12874,inform,vietnamese food
12875,inform,any of town
12876,negate,no
12877,affirm,yes
12878,inform,vietnamese anywhere
12879,confirm,is it cheap
12880,request,price range
12881,request,phone number
12882,thankyou,thank you
12883,thankyou,thank you bye
12884,affirm,yes id like to find a cheap restaurant in the north part of town
12885,inform,anything
12886,reqalts,is there anything else
12887,request,whats the address
12888,request,whats the phone number
12889,request,and what type of food is it
12890,thankyou,okay thank you good bye
12891,affirm,yes an expensive restaurant serving african food
12892,request,whats the address
12893,thankyou,thank you good bye
12894,inform,im looking for cheap german food
12895,reqalts,what about european food
12896,reqalts,how about european food
12897,inform,im looking for a restaurant that serves european food
12898,affirm,yes
12899,thankyou,thank you good bye
12900,inform,im looking for a moderately priced restaurant in the west part of town
12901,inform,i dont care
12902,request,whats the phone number
12903,request,whats the address
12904,thankyou,thank you good bye
12905,inform,im looking for a restaurant in the west part of town that serves danish food
12906,reqalts,how about indian food
12907,reqalts,how about indian food
12908,request,can i get the address and phone number
12909,thankyou,thank you good bye
12910,inform,im looking for a restaurant in any area that serves swedish food
12911,affirm,yes
12912,reqalts,how about north american food
12913,inform,north american
12914,affirm,yes
12915,affirm,yes
12916,request,can i get the address phone number and price range
12917,request,can i get the phone number
12918,request,and the price range
12919,thankyou,thank you good bye
12920,inform,im looking for a cheap restaurant in the east part of town
12921,request,can i get the address and phone number
12922,thankyou,thank you good bye
12923,inform,im looking for a restaurant that serves seafood
12924,inform,any
12925,inform,seafood
12926,request,can i get the address and phone number
12927,thankyou,thank you goodbye
12928,inform,i would like a moderately priced restaurant
12929,inform,in the east part of town
12930,inform,doesnt matter
12931,inform,moderately priced restaurant
12932,request,what is the phone number
12933,thankyou,thank you goodbye
12934,inform,a restaurant in the north part of town
12935,inform,barbecue
12936,inform,french food
12937,request,what is the phone number
12938,thankyou,thank you good bye
12939,inform,im looking for an expensive restaurant in the south part of
12940,inform,it doesnt matter
12941,request,what is the address
12942,request,what is the phone number
12943,thankyou,thank you good bye
12944,inform,im looking for a moderately priced restaurant that serves tur
12945,inform,doesnt matter
12946,inform,doesnt matter
12947,inform,i dont care
12948,inform,turkish
12949,reqalts,is there anything else
12950,request,what is the address
12951,request,what is the phone number
12952,thankyou,thank you good bye
12953,inform,i want an expensive restaurant serving european food
12954,inform,it doesnt matter
12955,reqalts,is there anything else
12956,request,what is the phone number
12957,thankyou,thank you good bye
12958,null,sil
12959,inform,im looking for a cheap restaurant in the north part of town
12960,inform,it doesnt matter
12961,request,what is the phone number
12962,thankyou,thank you good bye
12963,inform,im looking for a restaurant
12964,negate,not
12965,inform,north part of town
12966,null,unintelligible
12967,inform,im looking for a restaurant in the north part
12968,request,can i have the phone number and the price range
12969,request,can i have the price range
12970,thankyou,thank you good bye
12971,inform,im looking for a restaurant in the center serving african food
12972,request,can i have the address of the venue
12973,thankyou,thank you good bye
12974,null,unintelligible
12975,inform,im looking for a restaurant in the west part
12976,inform,west part of town
12977,affirm,yes
12978,inform,international food
12979,reqalts,how about the center area
12980,affirm,yes
12981,request,can i have the phone number and price range
12982,request,can i have the price range
12983,thankyou,thank you good bye
12984,inform,im looking for a restaurant in the center serving
12985,inform,air tran
12986,inform,cheap
12987,request,can i have the address phone number and price range
12988,thankyou,thank you good bye
12989,inform,im looking for a restaurant cheap restaurant serving romanian food
12990,reqalts,no there is no such venue how about portuguese type of food
12991,negate,no there is no such venue how about portuguese food
12992,inform,portuguese
12993,request,may i have the address of the venue
12994,thankyou,thank you good bye
12995,null,noise
12996,inform,im looking for a restaurant in the north part of town
12997,inform,moroccan food
12998,inform,moroccan
12999,inform,moroccan
13000,inform,asian oriental food
13001,affirm,yes
13002,request,can i have the address of the phone number of the venue
13003,request,can i have the address
13004,thankyou,thank you good bye
13005,inform,im looking for a moderate priced restaurant in the north part of town
13006,inform,any kind of food
13007,reqalts,is there anything else
13008,request,can i have the address phone number and the type of food
13009,request,can i have the type of food
13010,thankyou,thank you good bye
13011,inform,cheap
13012,inform,restaurant
13013,inform,dont care
13014,null,unintelligible
13015,request,phone number
13016,request,post code
13017,thankyou,thank you good bye
13018,null,noise
13019,inform,north
13020,inform,christmas
13021,hello,hello
13022,request,address
13023,request,phone number
13024,request,price range
13025,thankyou,thank you good bye
13026,inform,moderately priced restaurant
13027,inform,east
13028,inform,east
13029,inform,east
13030,inform,east
13031,inform,any
13032,reqalts,anything else
13033,request,address
13034,request,phone number
13035,thankyou,thank you good bye
13036,inform,thai food
13037,inform,any
13038,inform,moderately priced
13039,inform,british type
13040,affirm,yes
13041,request,phone number
13042,request,phone number
13043,thankyou,thank you good bye
13044,inform,expensive restaurant
13045,inform,south
13046,inform,any
13047,reqalts,anything else
13048,reqalts,anything else
13049,reqalts,anything else
13050,request,address
13051,request,phone number
13052,request,post code
13053,thankyou,thank you good bye
13054,inform,looking for an expensive restaurant that serves
13055,inform,any where
13056,repeat,repeat that
13057,inform,cantonese food
13058,reqalts,how about north american food
13059,request,i need the phone number and post code
13060,thankyou,thank you good bye
13061,inform,im looking for an expensive restaurant in the east part of town
13062,inform,any
13063,request,what is the address
13064,request,what is the phone number
13065,request,what type of food
13066,thankyou,thank you good bye
13067,inform,im looking for a spanish restaurant
13068,negate,no spanish
13069,inform,im looking for a spanish food restaurant
13070,affirm,yes
13071,inform,any
13072,negate,no
13073,negate,no any area
13074,negate,no
13075,inform,what about other areas
13076,request,what area
13077,request,what area
13078,request,what is the address
13079,request,what is the price range
13080,thankyou,thank you good bye
13081,inform,need a restaurant serving brazilian food
13082,inform,doesnt matter
13083,affirm,yes
13084,inform,brazilian
13085,reqalts,how about turkish
13086,inform,find me a turkish restaurant
13087,inform,any price range
13088,affirm,yes
13089,inform,doesnt matter
13090,inform,dont care
13091,affirm,yes
13092,affirm,yes
13093,request,address
13094,request,what is the address
13095,request,what is the post code
13096,thankyou,thank you good bye
13097,inform,im looking for a greek restaurant
13098,reqalts,how about turkish
13099,reqalts,what about turkish food
13100,inform,expensive
13101,request,whats the address
13102,thankyou,thank you good bye
13103,inform,i need a cheap restaurant in the west part of town
13104,inform,i dont care
13105,reqalts,is there anything else
13106,request,alright whats the address
13107,thankyou,thank you good bye
13108,inform,im looking for a cheap restaurant in the south part of town
13109,inform,i dont care
13110,reqalts,is there anything else
13111,request,whats the address
13112,thankyou,thank you good bye
13113,inform,i want a cheap restaurant in the north part of town
13114,inform,i dont care
13115,request,what the address
13116,request,whats the phone number
13117,request,what type of food does the venue serve
13118,thankyou,thank you good bye
13119,inform,i need a restaurant that serves corsica food
13120,reqalts,how about vietnamese type of food
13121,negate,no how about vietnamese
13122,request,whats the address
13123,request,whats the phone number
13124,thankyou,thank you good bye
13125,inform,i need an expensive restaurant in the east part of town
13126,inform,uh i dont care
13127,request,alright whats the address
13128,request,okay and whats the post code
13129,thankyou,thank you good bye
13130,inform,i need a persian restaurant in the south part of town
13131,inform,persian
13132,reqalts,how about portuguese food
13133,confirm,is that portuguese
13134,request,alright whats the phone number
13135,request,and the address
13136,thankyou,thank you good bye
13137,inform,id like a restaurant in
13138,inform,in the center
13139,inform,cross over food
13140,reqalts,how about portuguese
13141,reqalts,anything else
13142,request,what is the price range
13143,request,do you have the address
13144,request,and the phone number
13145,thankyou,thank you good bye
13146,inform,im looking for a restaurant in the center
13147,inform,creative food
13148,inform,what about international type food
13149,reqalts,um how about a restaurant in the center with int
13150,inform,international food
13151,reqalts,anything else
13152,request,the phone number
13153,request,the phone number for bloomsbury
13154,request,and the price range
13155,thankyou,thank you good bye
13156,inform,im looking for scandinavian food
13157,inform,any part of town
13158,affirm,yes
13159,inform,cheap
13160,inform,scandanavian
13161,thankyou,im done thank you
13162,null,okay
13163,bye,okay good bye
13164,inform,im looking for a restaurant
13165,inform,in the north part of town
13166,inform,serving european food
13167,inform,european
13168,reqalts,what about center area
13169,negate,no
13170,negate,no
13171,inform,im looking for a european restaurant in center area
13172,thankyou,thank you good bye
13173,inform,i want to find a cheap restaurant that serves
13174,inform,any
13175,inform,kosher
13176,reqalts,how about modern european food
13177,thankyou,thank you good bye
13178,inform,im looking for a restaurant in any area that
13179,inform,gastropub
13180,inform,any
13181,inform,it doesnt matter to me
13182,request,whats the address
13183,thankyou,thank you good bye
13184,inform,cuban food
13185,inform,i dont care
13186,inform,cuban food cheap restaurant
13187,affirm,ye
13188,inform,cuban food
13189,inform,cuban food
13190,inform,cuban food
13191,confirm,does it serve cuban food
13192,request,type of food
13193,inform,i want cuban food
13194,inform,modern european food
13195,inform,modern european foo
13196,null,the addre
13197,null,unintelligible
13198,request,what is the post code
13199,bye,bye
13200,bye,bye
13201,thankyou,thank you goodbye
13202,inform,i want chinese food
13203,affirm,yes in the south of town
13204,inform,cheap
13205,request,what is the phone number
13206,null,unintelligible
13207,thankyou,thank you good bye
13208,inform,im looking for moderate priced restaurant in the west
13209,inform,i dont care
13210,request,what is the address
13211,thankyou,thank you good bye
13212,inform,im looking for gastropub food
13213,inform,i dont care
13214,inform,food
13215,inform,gastropub
13216,inform,gastropub
13217,inform,i dont care
13218,request,what is the price range
13219,request,what is the price range
13220,bye,bye
13221,thankyou,thank you good bye
13222,inform,im looking for a cheap restaurant
13223,inform,south
13224,inform,i dont care
13225,reqalts,is there anything else
13226,null,number
13227,request,what is the phone number
13228,thankyou,thank you good bye
13229,inform,im looking for a restaurant in any area that serves austrian food
13230,inform,austrian food
13231,reqalts,how about mediterranean food
13232,reqalts,how about mediterranean food
13233,affirm,yes
13234,affirm,yes
13235,request,can i get an address and phone number
13236,request,can i get a post code
13237,thankyou,thank you good bye
13238,inform,im looking for a moderately priced restaurant in the west part of town
13239,inform,any type
13240,request,i can have the address the phone number and the post code of the
13241,thankyou,thank you
13242,thankyou,thank you good bye
13243,inform,looking for a moderately priced restaurant that serves cancun
13244,inform,test food
13245,negate,no
13246,negate,no im looking for a moderately priced restaurant that
13247,negate,no
13248,negate,no
13249,inform,canapes food
13250,inform,canapes
13251,null,are there any
13252,reqalts,uh is there any restaurant that serves indian food
13253,request,can i have the address and phone number please
13254,thankyou,thank you good bye
13255,inform,looking for an expensive restaurant in the east part of town
13256,inform,any type
13257,request,okay can i have the address and the phone number please
13258,request,and can i have the phone number
13259,thankyou,thank you good bye
13260,inform,im looking for a moderately priced rest
13261,inform,any part of town
13262,inform,brazilian
13263,reqalts,what about gastropub type of foo
13264,reqalts,what about gasper gastropub type o
13265,request,kay can i have the address phone number and the area
13266,inform,was that in the east part of town west part of town
13267,thankyou,thank you goodbye
13268,inform,looking for a restaurant in the south part of town that serves persian
13269,inform,are there any that serves portuguese food
13270,inform,are there any that serves portuguese food
13271,request,can i have the phone number and the address please
13272,thankyou,thank you good bye
13273,inform,uh im looking for a cheap restaurant in the south part of town
13274,inform,any type of food
13275,reqalts,are there any other restaurants
13276,request,can i get the address and phone number please
13277,thankyou,thank you good bye
13278,inform,restaurant the serves english food
13279,inform,i want a restaurant that serves british food
13280,inform,british food
13281,confirm,is that in the center
13282,confirm,is it in the center of town
13283,inform,i want a restaurant that serves british food in the center
13284,affirm,correct
13285,inform,british food
13286,inform,doesnt matter
13287,affirm,yea
13288,request,what is the address and phone number
13289,thankyou,thank you goodbye
13290,inform,restaurant north part of town
13291,affirm,yes
13292,inform,british food
13293,inform,british food
13294,negate,no
13295,inform,british food north part of town
13296,thankyou,thank you good bye
13297,inform,moderately priced restaurant
13298,inform,any
13299,inform,halo food
13300,inform,gastropub
13301,inform,gastropub
13302,thankyou,thank you good bye
13303,inform,cheap restaurant north part of town
13304,inform,any
13305,request,address phone number
13306,reqalts,is there anything else
13307,request,address and phone number
13308,request,type of food
13309,thankyou,thank you good bye
13310,inform,restaurant west part of town
13311,inform,international
13312,inform,international
13313,inform,center area
13314,affirm,yes
13315,request,phone number and price range
13316,thankyou,thank you and price range
13317,thankyou,thank you good bye
13318,null,noise
13319,inform,south part of town
13320,affirm,yes
13321,inform,any expensive
13322,affirm,yes expensive
13323,request,address phone number post code
13324,request,phone number
13325,request,post code
13326,thankyou,thank you good bye
13327,null,unintelligible
13328,null,unintelligible
13329,null,unintelligible
13330,null,sil
13331,affirm,yes
13332,inform,north
13333,inform,moderately priced
13334,thankyou,thank you good bye
13335,request,part of town
13336,null,nor
13337,affirm,yes
13338,inform,seafood
13339,inform,italian food
13340,negate,no
13341,inform,italian
13342,null,okay ital
13343,null,unintelligible
13344,null,unintelligible
13345,null,unintelligible
13346,request,address
13347,null,unintelligible
13348,thankyou,thank you
13349,null,unintelligible
13350,null,unintelligible
13351,negate,no unintelligible
13352,null,unintelligible
13353,thankyou,thank you good
13354,bye,goodbye
13355,inform,i want to find a moderately
13356,inform,i dont care
13357,request,what is the address
13358,request,what is the address
13359,thankyou,thank you good bye
13360,negate,no
13361,inform,im looking for a restaurant in the north part of town serving indonesian
13362,negate,no the north
13363,affirm,yes in the north part of town
13364,reqalts,how about italian
13365,request,what is the address
13366,request,what is the phone number
13367,thankyou,thank you
13368,thankyou,thank you good bye
13369,inform,i want to find a moderately priced restaurant that serves fusion food
13370,reqalts,how about chinese food
13371,reqalts,what about chinese food
13372,confirm,does it serve chinese type of food
13373,inform,chinese chinese
13374,thankyou,thank you good bye
13375,inform,im looking for a cheap restaurant that serves swedish food
13376,confirm,does it serve swedish serve
13377,reqalts,how about asian food
13378,reqalts,how about asian oriental
13379,confirm,does it serve asian oriental
13380,inform,asian oriental
13381,request,what is the phone number and address
13382,request,what is the address
13383,request,what is the address
13384,bye,okay good bye
13385,thankyou,thank you good bye
13386,inform,im looking for a restaurant in the south part of town that
13387,inform,mexican food
13388,request,whats the address
13389,request,the phone number
13390,request,and the post code
13391,thankyou,thank you good bye
13392,inform,im looking for a restaurant in the west part of town that serves
13393,inform,international
13394,reqalts,how about the center area
13395,request,can you give me the phone number
13396,request,and whats the price range
13397,thankyou,thank you good bye
13398,inform,can i get an expensive
13399,inform,expensive restaurant
13400,inform,cantonese food
13401,inform,north american
13402,negate,no
13403,negate,no
13404,affirm,yes
13405,negate,no
13406,negate,no
13407,affirm,yes
13408,null,can
13409,inform,cantonese food
13410,inform,north american food
13411,inform,north american food
13412,inform,north american food
13413,inform,north american
13414,inform,expensive north american
13415,inform,north american
13416,affirm,yes
13417,inform,north american restaurant expensive
13418,thankyou,thank you good bye
13419,inform,um expensive restaurant
13420,inform,east part
13421,request,expensive price restaurant
13422,inform,dont care
13423,request,can i have the address and post code
13424,request,can i get the phone number
13425,request,can i get the post code
13426,thankyou,thank you good bye
13427,inform,can i get turkish food
13428,inform,dont care
13429,inform,dont care
13430,thankyou,thank you good bye
13431,inform,restaurant indian restaurant
13432,null,unintelligible
13433,inform,polynesian food
13434,inform,mediterranean food
13435,negate,no in any area
13436,inform,mediterranean restaurant
13437,negate,no
13438,inform,a restaurant in
13439,inform,any area
13440,inform,i dont care
13441,inform,i dont care
13442,request,whats the address
13443,request,whats the phone number
13444,request,whats the postcode
13445,thankyou,thank you goodbye
13446,affirm,yes can i have an expensive restaurant
13447,inform,dont care
13448,inform,catalan
13449,inform,italian food
13450,request,can i get the address
13451,request,can i get the phone number
13452,request,can i get the area
13453,thankyou,thank you good bye
13454,inform,can i have the venusian food
13455,inform,italian food in the south part of town
13456,inform,italian food in the south part of town
13457,inform,dont care
13458,request,phone number
13459,request,the phone number
13460,request,the post code
13461,thankyou,thank you
13462,affirm,yes
13463,inform,can i have the corsica
13464,inform,asian
13465,inform,asian
13466,inform,can i have asian food
13467,negate,no
13468,inform,asian oriental food
13469,null,noise
13470,request,the address
13471,request,the phone number
13472,thankyou,thank you good bye
13473,inform,yea im looking for some spanish food
13474,negate,no spanish
13475,inform,spanish food
13476,request,great whats its address
13477,request,and whats the phone number
13478,thankyou,thank you good bye
13479,inform,looking for an expensive restaurant in the east of town
13480,inform,i dont care
13481,request,whats the address and the phone number
13482,thankyou,thank you good bye
13483,inform,im looking for expensive spanish food
13484,reqalts,how about modern european
13485,request,what type of food is it
13486,inform,im looking for meditteranian
13487,null,modern europene
13488,request,what is the address and phone number
13489,thankyou,thank you good bye
13490,inform,im looking for cheap food in the north of town
13491,inform,i dont care
13492,reqalts,is there anything else
13493,request,phone number
13494,request,the phone number
13495,thankyou,thank you good bye
13496,inform,vietnamese food
13497,request,phone number and area
13498,request,whats the phone number
13499,request,what area is it in
13500,thankyou,thank you good bye
13501,inform,japanese food in the center of town
13502,inform,cantonese
13503,inform,cantonese
13504,inform,cantonese
13505,inform,international food
13506,request,phone number and pri
13507,request,phone number
13508,request,price range
13509,thankyou,thank you good bye
13510,hello,hi im looking for a restaurant
13511,inform,any area
13512,inform,singaporean food
13513,inform,im looking for singaporean food
13514,reqalts,what about european
13515,inform,food
13516,null,there
13517,request,what is the phone number of that venue
13518,thankyou,okay thank you
13519,thankyou,thank you good bye
13520,inform,i need a moderately priced restaurant serving world food
13521,inform,british food
13522,request,what is the phone number
13523,thankyou,thank you good bye
13524,affirm,yea
13525,inform,any area
13526,inform,danish food
13527,inform,mediterranean
13528,inform,i dont care
13529,request,what is the address
13530,request,phone number
13531,request,and post code
13532,thankyou,thank you good bye
13533,hello,hi i am looking for a moderately priced restaurant in the east part of town
13534,inform,um anything
13535,reqalts,is there anything else
13536,request,what kind of food do they have there
13537,request,can i get the address and phone number
13538,request,and the address
13539,thankyou,thank you goodbye
13540,inform,im looking for a restaurant in the north part of town that serves
13541,inform,greek
13542,reqalts,how about indians
13543,request,could i have the address phone number and
13544,request,whats the price range again
13545,thankyou,thank you good bye
13546,inform,id like a restaurant in the north part of town that serves tur
13547,inform,turkish
13548,reqalts,how about in any area
13549,reqalts,how about rest of town
13550,request,could i have the area please
13551,thankyou,thank you good bye
13552,inform,i need a restaurant in the west part of town that serves europ
13553,inform,european
13554,request,could i have the phone number please
13555,thankyou,thank you good bye
13556,inform,id like a restaurant in the south part of town that serves cuban
13557,inform,cuban
13558,reqalts,how about portuguese
13559,request,could i have the phone number
13560,request,what about the address
13561,thankyou,thank you good bye
13562,inform,i need a restaurant in the north
13563,inform,part of town that serves chinese food
13564,null,um
13565,inform,cheap price range
13566,inform,i need one in the cheap price range
13567,request,well can i get the address and the post code
13568,null,okay
13569,thankyou,okay thank you good bye
13570,inform,european food
13571,inform,european now
13572,inform,dont care
13573,inform,dont care
13574,request,phone number
13575,request,phone number
13576,thankyou,thank you good bye
13577,inform,east
13578,inform,dont care
13579,inform,moderate
13580,request,address
13581,request,phone number
13582,thankyou,thank you
13583,thankyou,thank you good bye
13584,null,sil
13585,null,unintelligible
13586,null,unintelligible
13587,inform,anything
13588,inform,cheap
13589,inform,east
13590,request,address
13591,request,phone number
13592,request,what type of food do they serve
13593,request,what type of food do they serve
13594,thankyou,thank you goodbye
13595,inform,french
13596,null,now
13597,null,now
13598,null,now
13599,inform,french
13600,null,now
13601,null,now
13602,inform,dont care
13603,inform,french food
13604,request,address
13605,request,phone number
13606,thankyou,thank you good bye
13607,inform,find a restaurant serving cannabis food
13608,inform,dont care
13609,inform,canopy
13610,inform,turkish
13611,inform,turkish
13612,inform,moderate
13613,affirm,yes
13614,null,unintelligible
13615,request,where are they located
13616,request,what is their address
13617,thankyou,thank you good bye
13618,null,unintelligible
13619,inform,i dont care
13620,null,unintelligible
13621,inform,spanish
13622,inform,spanish
13623,inform,moderate
13624,request,address
13625,request,phone number
13626,request,post code
13627,thankyou,thank you good bye
13628,inform,moderately priced
13629,inform,south
13630,affirm,yes
13631,inform,any kind
13632,request,phone number
13633,request,address
13634,bye,good bye
13635,inform,cheap restaurant in the west part of town
13636,inform,any kind
13637,request,phone number
13638,request,phone number
13639,bye,good bye
13640,inform,restaraunt serving fusion food
13641,reqalts,how about mediterranean
13642,request,type of food
13643,inform,medterranean
13644,request,phone number and post code
13645,bye,good bye
13646,inform,a cheap restaurant in the east part of town
13647,request,phone number
13648,request,phone number
13649,request,address
13650,bye,good bye
13651,bye,good bye
13652,inform,an expensive restaurant in the south part of town
13653,inform,any kind
13654,request,address
13655,request,phone number
13656,request,the post code
13657,bye,good bye
13658,inform,moderately priced restaurant halal food
13659,inform,doesnt matter
13660,affirm,yes
13661,inform,halal
13662,repeat,again please
13663,request,may i have the address and post code
13664,repeat,again please
13665,request,address
13666,request,postal code
13667,request,post code
13668,thankyou,thank
13669,repeat,again
13670,repeat,repeat
13671,null,re
13672,request,address
13673,repeat,repeat
13674,request,address
13675,request,address
13676,null,fen ditton
13677,request,post code
13678,thankyou,thank
13679,request,address
13680,request,address
13681,request,post code
13682,thankyou,thank you good bye
13683,thankyou,thank you good bye
13684,inform,cheap restaurant
13685,inform,dont care
13686,inform,barbecue
13687,inform,uh find a restaurant in the west part of town and
13688,inform,creative food
13689,inform,thai
13690,inform,uh thai food
13691,inform,thai
13692,request,um address
13693,request,and phone number
13694,repeat,cant repeat
13695,request,uh phone number
13696,inform,prezzo
13697,inform,creative food
13698,inform,thai food
13699,affirm,yes
13700,inform,do you have prezzo
13701,request,okay what was the name
13702,null,on the rest and the
13703,request,and the phone number
13704,request,phone number
13705,request,phone number again
13706,request,and price range
13707,ack,okay um
13708,thankyou,thank you and good
13709,bye,okay thank you and good bye
13710,inform,expensive restaurant in the south part of town
13711,inform,i dont care
13712,request,address
13713,request,phone number
13714,request,type of food
13715,thankyou,thank you good bye
13716,inform,expensive restaurant
13717,inform,anywhere
13718,affirm,yes
13719,inform,corsica
13720,inform,asian oriental
13721,inform,asian oriental
13722,affirm,yes
13723,request,phone number
13724,request,what is the phone number
13725,request,what is the area
13726,thankyou,thank you goodbye
13727,inform,romanian food
13728,inform,portuguese
13729,inform,any part
13730,inform,cheap
13731,request,address
13732,thankyou,thank you good bye
13733,inform,greek
13734,inform,turkish
13735,inform,moderately priced
13736,request,address
13737,thankyou,thank you good bye
13738,null,cough
13739,inform,christmas food
13740,null,cough
13741,inform,indian food
13742,null,cough
13743,inform,cheap
13744,inform,cheap
13745,null,cough
13746,inform,cheap price range
13747,request,address
13748,thankyou,thank you goodbye
13749,inform,east part of town
13750,inform,any kind
13751,inform,moderate
13752,reqalts,anything else
13753,request,address
13754,request,phone number
13755,request,post code
13756,thankyou,thank you good bye
13757,inform,traditional food
13758,inform,modern european
13759,inform,any part
13760,inform,moderate
13761,request,phone number
13762,request,phone number
13763,thankyou,thank you goodbye
13764,inform,mexican food
13765,inform,cheap
13766,inform,vietnamese
13767,request,phone number
13768,request,phone number
13769,thankyou,thank you good bye
13770,inform,im looking for a restaurant in the east part of town that serves belgium food
13771,reqalts,is there a restaurant that serves indian food
13772,reqalts,how about indian food
13773,request,can i have the address and phone number please
13774,thankyou,thank you good bye
13775,inform,want to find a restaurant in the west part of town that serves german food
13776,inform,german food
13777,reqalts,how about british food
13778,thankyou,thank you good bye
13779,inform,im looking for a cheap restaurant in the east part of town
13780,request,whats the phone number
13781,request,what type of food do they serve
13782,thankyou,thank you good bye
13783,inform,im looking for a cheap restaurant in the east part of town
13784,request,whats the address
13785,request,what type of food do they serve
13786,thankyou,thank you good bye
13787,inform,breath im looking for a moderately priced restaurant in the east p
13788,inform,any
13789,affirm,yes
13790,reqalts,anything else
13791,request,whats the phone number
13792,thankyou,thank you goodbye
13793,inform,im looking for an expensive restaurant that serves european food
13794,inform,any
13795,reqalts,anything else
13796,request,whats the address
13797,request,what area is it in
13798,thankyou,thank you good bye
13799,inform,breath i want to find an expensive restaurant and it sh
13800,inform,the south part of town
13801,inform,indian food noise
13802,request,thank you what is the address and phone number
13803,thankyou,thank you
13804,null,that is all
13805,thankyou,thank you goodb
13806,inform,im looking for a restaurant in the east part of town
13807,inform,chinese food in the east part of town
13808,request,perfect may i have the address
13809,thankyou,thank you good bye
13810,inform,i would like a cheap restaurant and it should
13811,inform,i would like a cheap restaurant it should serve ger
13812,inform,german food
13813,null,noise
13814,reqalts,how about european food
13815,request,what type of food
13816,reqalts,how about european food
13817,null,okay
13818,null,what
13819,affirm,yes
13820,affirm,yeah
13821,null,okay
13822,reqalts,how about portuguese food
13823,request,may i have the address and phone number
13824,thankyou,thank you
13825,request,may i have the phone number
13826,affirm,perfect
13827,thankyou,thank you
13828,bye,good bye
13829,inform,i would like to find a moderately priced restaurant and it should
13830,request,what food does it serve
13831,inform,may i have a moderately priced restaurant serving english
13832,reqalts,how about indian food
13833,request,may i have the address and phone number
13834,request,may i have the phone number
13835,thankyou,thank you good bye
13836,inform,i am looking for persian food please
13837,affirm,yes
13838,inform,i dont care about the price range
13839,null,how about
13840,inform,asian oriental
13841,null,unintelligible
13842,request,where is the location
13843,request,what type of food do they serve
13844,request,may i have the address and post code
13845,request,what is the post code
13846,thankyou,thank you
13847,bye,good bye
13848,inform,im looking for a moderately priced restaurant
13849,inform,the south part of town
13850,request,what food is available in the south part of town
13851,reqalts,what is there anything else
13852,reqalts,is there anything else
